images-5.jpg	8
images-4.jpg	8
images-3.jpg	0
images-2.jpg	8
images-1.jpg	0
images.jpg	10
download-1.jpg	8
download-2.jpg	0
download-3.jpg	0
download-4.jpg	0
download-5.jpg	0
download-6.jpg	6
download-7.jpg	6
download-8.jpg	0
download-9.jpg	8
download-10.jpg	8
download.jpg	8
deer-1.jpeg	8
deer-2.jpeg	8
deer-3.jpeg	8
deer-4.webp	4
deer-5.jpeg	8
deer-6.jpeg	0
deer-7.jpeg	6
deer-8.jpeg	6
deer-9.jpeg	8
deer-10.jpeg	8
deer-11.jpeg	12
deer-12.jpeg	10
deer-13.jpeg	6
deer-14.jpeg	0
deer-15.jpeg	4
deer-16.jpeg	4
deer-17.jpeg	4
deer-18.jpeg	0
deer-19.jpeg	8
deer-20.jpeg	8